"aluexon"	"chr_hg19_t"	"start_hg19_t"	"end_hg19_t"	"position_hg19_t"	"strand_hg19_t"	"distance_hg19_t"	"chr_alu_hg19_t"	"start_alu_hg19_t"	"end_alu_hg19_t"	"alu_element_hg19_t"	"alu_substitutions_hg19_t"	"alu_strand_hg19_t"	"chr_hg19"	"start_hg19"	"end_hg19"	"position_hg19"	"strand_hg19"	"distance_hg19"	"3SSS_hg19"	"WU_hg19"	"U1_hg19"	"U2_hg19"	"region_hg19"	"chr_panTro4"	"start_panTro4"	"end_panTro4"	"position_panTro4"	"strand_panTro4"	"distance_panTro4"	"3SSS_panTro4"	"WU_panTro4"	"U1_panTro4"	"U2_panTro4"	"region_panTro4"	"chr_nomLeu1"	"start_nomLeu1"	"end_nomLeu1"	"position_nomLeu1"	"strand_nomLeu1"	"distance_nomLeu1"	"3SSS_nomLeu1"	"WU_nomLeu1"	"U1_nomLeu1"	"U2_nomLeu1"	"region_nomLeu1"	"chr_rheMac3"	"start_rheMac3"	"end_rheMac3"	"position_rheMac3"	"strand_rheMac3"	"distance_rheMac3"	"3SSS_rheMac3"	"WU_rheMac3"	"U1_rheMac3"	"U2_rheMac3"	"region_rheMac3"	"chr_calJac3"	"start_calJac3"	"end_calJac3"	"position_calJac3"	"strand_calJac3"	"distance_calJac3"	"3SSS_calJac3"	"WU_calJac3"	"U1_calJac3"	"U2_calJac3"	"region_calJac3"	"furthest_all"	"furthest"	"UCSCtype"	"dist"	"Exon_Originated"
"Aluexon:2103"	"chr19"	39381231	39381232	"chr19:39381231:39381232:-"	"-"	127	"chr19"	39381049	39381359	"AluSx"	"low"	"-"	"chr19"	39381231	39381232	"chr19:39381231:39381232:-"	"-"	127	-11.84	16	16	4	"hg19"	"chr19"	44110604	44110605	"chr19:39381231:39381232:-"	"-"	127	-11.84	11	11	4	"panTro4"	"GL397330"	2720233	2720234	"chr19:39381231:39381232:-"	"+"	127	-11.84	11	11	4	"nomLeu1"	"chr19"	45325768	45325769	"chr19:39381231:39381232:-"	"-"	127	-11.84	9	9	4	"rheMac3"	"chr22"	32200435	32200436	"chr19:39381231:39381232:-"	"-"	127	-11.84	11	11	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2104"	"chr19"	39418929	39418930	"chr19:39418929:39418930:-"	"-"	114	"chr19"	39418738	39419044	"AluSz6"	"high"	"-"	"chr19"	39418929	39418930	"chr19:39418929:39418930:-"	"-"	114	-21.01	6	6	5	"hg19"	"chr19"	44151982	44151983	"chr19:39418929:39418930:-"	"-"	114	-24.28	6	6	5	"panTro4"	"GL397330"	2681773	2681774	"chr19:39418929:39418930:-"	"+"	114	-20.08	7	7	5	"nomLeu1"	"chr19"	45367646	45367647	"chr19:39418929:39418930:-"	"-"	114	-20.36	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2105"	"chr19"	41342270	41342271	"chr19:41342270:41342271:+"	"+"	279	"chr19"	41341992	41342286	"AluSz"	"low"	"+"	"chr19"	41342270	41342271	"chr19:41342270:41342271:+"	"+"	279	-21.26	6	4	6	"hg19"	"chr19"	46044599	46044600	"chr19:41342270:41342271:+"	"+"	279	-24.46	6	4	6	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2106"	"chr19"	42579055	42579056	"chr19:42579055:42579056:+"	"+"	17	"chr19"	42579039	42579334	"AluSz"	"moderate"	"+"	"chr19"	42579055	42579056	"chr19:42579055:42579056:+"	"+"	17	12.95	5	4	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397519"	2929	2930	"chr19:42579055:42579056:+"	"+"	17	11.92	7	7	6	"nomLeu1"	"chr19"	48461359	48461360	"chr19:42579055:42579056:+"	"+"	17	7.01	24	8	24	"rheMac3"	"chr22"	35019761	35019762	"chr19:42579055:42579056:+"	"+"	17	3.73	19	19	6	"calJac3"	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:2107"	"chr19"	42405018	42405019	"chr19:42405018:42405019:+"	"+"	83	"chr19"	42404936	42405238	"AluSc"	"lowest"	"+"	"chr19"	42405018	42405019	"chr19:42405018:42405019:+"	"+"	83	-11.28	25	25	5	"hg19"	"chr19"	46977568	46977569	"chr19:42405018:42405019:+"	"+"	83	-12.64	21	21	5	"panTro4"	"GL397330"	159576	159577	"chr19:42405018:42405019:+"	"-"	83	-13.18	23	23	5	"nomLeu1"	"chr19"	48280224	48280225	"chr19:42405018:42405019:+"	"+"	83	-15.25	14	14	5	"rheMac3"	"chr22"	34838548	34838549	"chr19:42405018:42405019:+"	"+"	83	-14.85	10	10	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2108"	"chr19"	42405027	42405028	"chr19:42405027:42405028:+"	"+"	92	"chr19"	42404936	42405238	"AluSc"	"lowest"	"+"	"chr19"	42405027	42405028	"chr19:42405027:42405028:+"	"+"	92	-4.55	25	25	5	"hg19"	"chr19"	46977577	46977578	"chr19:42405027:42405028:+"	"+"	92	-5.05	21	21	5	"panTro4"	"GL397330"	159567	159568	"chr19:42405027:42405028:+"	"-"	92	-12.95	23	23	5	"nomLeu1"	"chr19"	48280233	48280234	"chr19:42405027:42405028:+"	"+"	92	-14.55	14	14	5	"rheMac3"	"chr22"	34838557	34838558	"chr19:42405027:42405028:+"	"+"	92	-9.42	10	10	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2109"	"chr19"	41264687	41264688	"chr19:41264687:41264688:+"	"+"	62	"chr19"	41264626	41264830	"AluSx"	"high"	"+"	"chr19"	41264687	41264688	"chr19:41264687:41264688:+"	"+"	62	-3.01	9	9	5	"hg19"	"chr19"	45966978	45966979	"chr19:41264687:41264688:+"	"+"	62	-3.01	NA	10	NA	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr19"	47218586	47218587	"chr19:41264687:41264688:+"	"+"	62	-11.3	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2110"	"chr19"	44299566	44299567	"chr19:44299566:44299567:-"	"-"	76	"chr19"	44299358	44299643	"AluJo"	"high"	"-"	"chr19"	44299566	44299567	"chr19:44299566:44299567:-"	"-"	76	-11.55	5	4	5	"hg19"	"chr19"	48968179	48968180	"chr19:44299566:44299567:-"	"-"	76	-15.68	6	4	6	"panTro4"	"GL397530"	482311	482312	"chr19:44299566:44299567:-"	"-"	76	-11.46	6	4	6	"nomLeu1"	"chr19"	49972137	49972138	"chr19:44299566:44299567:-"	"-"	76	-15.76	6	4	6	"rheMac3"	"chr22"	36114351	36114352	"chr19:44299566:44299567:-"	"-"	76	-15.28	6	3	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2111"	"chr19"	44345036	44345037	"chr19:44345036:44345037:+"	"+"	193	"chr19"	44344844	44345153	"AluY"	"lowest"	"+"	"chr19"	44345036	44345037	"chr19:44345036:44345037:+"	"+"	193	8.92	12	12	12	"hg19"	"chr19"	49014664	49014665	"chr19:44345036:44345037:+"	"+"	193	8.92	12	12	12	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:2112"	"chr19"	44337655	44337656	"chr19:44337655:44337656:+"	"+"	23	"chr19"	44337633	44337932	"AluY"	"lowest"	"+"	"chr19"	44337655	44337656	"chr19:44337655:44337656:+"	"+"	23	13.03	17	17	8	"hg19"	"chr19"	49006758	49006759	"chr19:44337655:44337656:+"	"+"	23	12.98	8	7	8	"panTro4"	"GL397530"	522281	522282	"chr19:44337655:44337656:+"	"+"	23	2.53	20	20	8	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr22"	36157956	36157957	"chr19:44337655:44337656:+"	"+"	23	4.07	14	14	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Evolving Exon"
"Aluexon:2113"	"chr19"	44344857	44344858	"chr19:44344857:44344858:+"	"+"	14	"chr19"	44344844	44345153	"AluY"	"lowest"	"+"	"chr19"	44344857	44344858	"chr19:44344857:44344858:+"	"+"	14	4.75	12	12	12	"hg19"	"chr19"	49014485	49014486	"chr19:44344857:44344858:+"	"+"	14	4.75	12	12	12	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:2114"	"chr19"	44334250	44334251	"chr19:44334250:44334251:+"	"+"	24	"chr19"	44334227	44334529	"AluJb"	"high"	"+"	"chr19"	44334250	44334251	"chr19:44334250:44334251:+"	"+"	24	10.25	7	7	6	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397530"	518894	518895	"chr19:44334250:44334251:+"	"+"	24	9.95	9	5	9	"nomLeu1"	"chr19"	50013389	50013390	"chr19:44334250:44334251:+"	"+"	24	-3.85	6	4	6	"rheMac3"	"chr22"	36154872	36154873	"chr19:44334250:44334251:+"	"+"	24	1.05	8	8	8	"calJac3"	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2116"	"chr19"	44112755	44112756	"chr19:44112755:44112756:-"	"-"	36	"chr19"	44112498	44112792	"AluJo"	"high"	"-"	"chr19"	44112755	44112756	"chr19:44112755:44112756:-"	"-"	36	3.89	6	5	6	"hg19"	"chr19"	48776349	48776350	"chr19:44112755:44112756:-"	"-"	36	3.89	6	5	6	"panTro4"	"GL397530"	267245	267246	"chr19:44112755:44112756:-"	"-"	36	4.07	6	5	6	"nomLeu1"	"chr19"	49773911	49773912	"chr19:44112755:44112756:-"	"-"	36	3.89	6	5	6	"rheMac3"	"chr22"	35910399	35910400	"chr19:44112755:44112756:-"	"-"	36	2.42	6	6	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2117"	"chr19"	44385890	44385891	"chr19:44385890:44385891:-"	"-"	240	"chr19"	44385827	44386131	"AluSp"	"lowest"	"-"	"chr19"	44385890	44385891	"chr19:44385890:44385891:-"	"-"	240	6.13	22	22	4	"hg19"	"chr19"	49056978	49056979	"chr19:44385890:44385891:-"	"-"	240	6.42	19	19	4	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:2118"	"chr19"	44407314	44407315	"chr19:44407314:44407315:-"	"-"	21	"chr19"	44407030	44407336	"AluSz6"	"low"	"-"	"chr19"	44407314	44407315	"chr19:44407314:44407315:-"	"-"	21	10.54	7	7	5	"hg19"	"chr19"	49078454	49078455	"chr19:44407314:44407315:-"	"-"	21	10.54	7	7	5	"panTro4"	"GL397530"	558485	558486	"chr19:44407314:44407315:-"	"-"	21	-10.51	7	7	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:2119"	"chr19"	44989368	44989369	"chr19:44989368:44989369:-"	"-"	26	"chr19"	44989090	44989395	"AluSz"	"low"	"-"	"chr19"	44989368	44989369	"chr19:44989368:44989369:-"	"-"	26	4.74	24	24	5	"hg19"	"chr19"	49675745	49675746	"chr19:44989368:44989369:-"	"-"	26	4.74	26	26	5	"panTro4"	"GL397417"	75648	75649	"chr19:44989368:44989369:-"	"-"	26	2.29	8	8	5	"nomLeu1"	"chr19"	50586653	50586654	"chr19:44989368:44989369:-"	"-"	26	2.43	15	15	5	"rheMac3"	"chr22"	36588499	36588500	"chr19:44989368:44989369:-"	"-"	26	-3.95	16	16	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2120"	"chr19"	45000726	45000727	"chr19:45000726:45000727:-"	"-"	34	"chr19"	45000433	45000761	"AluJo"	"high"	"-"	"chr19"	45000726	45000727	"chr19:45000726:45000727:-"	"-"	34	3.01	16	16	6	"hg19"	"chr19"	49685853	49685854	"chr19:45000726:45000727:-"	"-"	34	4.46	16	16	6	"panTro4"	"GL397417"	86526	86527	"chr19:45000726:45000727:-"	"-"	34	3.74	14	14	8	"nomLeu1"	"chr19"	50596603	50596604	"chr19:45000726:45000727:-"	"-"	34	4.52	12	12	7	"rheMac3"	"chr22"	36597366	36597367	"chr19:45000726:45000727:-"	"-"	34	2.7	7	7	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:2121"	"chr19"	44735007	44735008	"chr19:44735007:44735008:-"	"-"	71	"chr19"	44734944	44735079	"AluJb"	"highest"	"-"	"chr19"	44735007	44735008	"chr19:44735007:44735008:-"	"-"	71	-18.83	19	19	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397530"	886473	886474	"chr19:44735007:44735008:-"	"-"	71	-18.83	18	18	5	"nomLeu1"	"chr19"	50364646	50364647	"chr19:44735007:44735008:-"	"-"	71	-18.83	8	8	5	"rheMac3"	"chr22"	36424564	36424565	"chr19:44735007:44735008:-"	"-"	71	-18.83	5	5	5	"calJac3"	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2122"	"chr19"	43034857	43034858	"chr19:43034857:43034858:+"	"+"	21	"chr19"	43034837	43035107	"AluJb"	"low"	"+"	"chr19"	43034857	43034858	"chr19:43034857:43034858:+"	"+"	21	4.19	15	15	9	"hg19"	"chr19"	47607090	47607091	"chr19:43034857:43034858:+"	"+"	21	4.62	15	15	8	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chrUn_JH290704"	146495	146496	"chr19:43034857:43034858:+"	"-"	21	4.19	NA	NA	18	"rheMac3"	"chr22"	35515129	35515130	"chr19:43034857:43034858:+"	"+"	21	1.51	11	7	11	"calJac3"	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2123"	"chr19"	39121340	39121341	"chr19:39121340:39121341:+"	"+"	34	"chr19"	39121307	39121614	"AluSp"	"low"	"+"	"chr19"	39121340	39121341	"chr19:39121340:39121341:+"	"+"	34	2.52	6	6	4	"hg19"	"chr19"	43840735	43840736	"chr19:39121340:39121341:+"	"+"	34	2.52	6	6	4	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2124"	"chr19"	45454283	45454284	"chr19:45454283:45454284:-"	"-"	34	"chr19"	45454024	45454318	"AluSx"	"lowest"	"-"	"chr19"	45454283	45454284	"chr19:45454283:45454284:-"	"-"	34	11.56	12	12	5	"hg19"	"chr19"	50141633	50141634	"chr19:45454283:45454284:-"	"-"	34	10.13	11	11	5	"panTro4"	"GL397417"	486113	486114	"chr19:45454283:45454284:-"	"-"	34	1.76	12	12	5	"nomLeu1"	"chr19"	50982107	50982108	"chr19:45454283:45454284:-"	"-"	34	2.35	16	16	5	"rheMac3"	"chr22"	36997982	36997983	"chr19:45454283:45454284:-"	"-"	34	1.76	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2125"	"chr19"	45702145	45702146	"chr19:45702145:45702146:+"	"+"	199	"chr19"	45701947	45702265	"AluSz6"	"low"	"+"	"chr19"	45702145	45702146	"chr19:45702145:45702146:+"	"+"	199	6.29	8	5	8	"hg19"	"chr19"	50399874	50399875	"chr19:45702145:45702146:+"	"+"	199	6.29	8	5	8	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:2126"	"chr19"	45780713	45780714	"chr19:45780713:45780714:+"	"+"	22	"chr19"	45780692	45780914	"AluJo"	"moderate"	"+"	"chr19"	45780713	45780714	"chr19:45780713:45780714:+"	"+"	22	10.07	19	19	11	"hg19"	"chr19"	50479505	50479506	"chr19:45780713:45780714:+"	"+"	22	7.49	13	13	10	"panTro4"	"GL397417"	802239	802240	"chr19:45780713:45780714:+"	"+"	22	9.79	17	17	14	"nomLeu1"	"chr19"	51322430	51322431	"chr19:45780713:45780714:+"	"+"	22	9.67	12	7	12	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:2128"	"chr19"	45174574	45174575	"chr19:45174574:45174575:+"	"+"	177	"chr19"	45174398	45174691	"AluSg"	"lowest"	"+"	"chr19"	45174574	45174575	"chr19:45174574:45174575:+"	"+"	177	5.35	14	14	5	"hg19"	"chr19"	49852516	49852517	"chr19:45174574:45174575:+"	"+"	177	5.35	13	13	5	"panTro4"	"GL397417"	219381	219382	"chr19:45174574:45174575:+"	"+"	177	4.75	17	17	5	"nomLeu1"	"chr19"	50705148	50705149	"chr19:45174574:45174575:+"	"+"	177	4.75	12	12	5	"rheMac3"	"chr22"	36718690	36718691	"chr19:45174574:45174575:+"	"+"	177	4.75	10	10	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:213"	"chr1"	144283165	144283166	"chr1:144283165:144283166:-"	"-"	189	"chr1"	144283054	144283355	"AluSx"	"highest"	"-"	"chr1"	144283165	144283166	"chr1:144283165:144283166:-"	"-"	189	8.88	6	6	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr1"	86595157	86595158	"chr1:144283165:144283166:-"	"-"	189	0.06	4	3	4	"calJac3"	"c(\"hg19\", NA, NA, NA, \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:2130"	"chr19"	45591765	45591766	"chr19:45591765:45591766:+"	"+"	185	"chr19"	45591581	45591879	"AluJb"	"highest"	"+"	"chr19"	45591765	45591766	"chr19:45591765:45591766:+"	"+"	185	6.15	6	6	6	"hg19"	"chr19"	50286073	50286074	"chr19:45591765:45591766:+"	"+"	185	5.43	6	6	6	"panTro4"	"GL397417"	629899	629900	"chr19:45591765:45591766:+"	"+"	185	6.15	6	6	6	"nomLeu1"	"chr19"	51126499	51126500	"chr19:45591765:45591766:+"	"+"	185	3.78	6	6	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:2131"	"chr19"	45611943	45611944	"chr19:45611943:45611944:+"	"+"	57	"chr19"	45611887	45612197	"AluSp"	"low"	"+"	"chr19"	45611943	45611944	"chr19:45611943:45611944:+"	"+"	57	5.41	15	15	4	"hg19"	"chr19"	50306290	50306291	"chr19:45611943:45611944:+"	"+"	57	5.41	7	7	4	"panTro4"	"GL397417"	650466	650467	"chr19:45611943:45611944:+"	"+"	57	6.5	16	16	4	"nomLeu1"	"chr19"	51147080	51147081	"chr19:45611943:45611944:+"	"+"	57	3.7	26	26	6	"rheMac3"	"chr22"	37162323	37162324	"chr19:45611943:45611944:+"	"+"	57	-4.01	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2132"	"chr19"	46132053	46132054	"chr19:46132053:46132054:-"	"-"	28	"chr19"	46131801	46132082	"AluSx"	"low"	"-"	"chr19"	46132053	46132054	"chr19:46132053:46132054:-"	"-"	28	7.49	5	3	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397417"	1149483	1149484	"chr19:46132053:46132054:-"	"-"	28	6.53	5	3	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:2133"	"chr19"	40838550	40838551	"chr19:40838550:40838551:-"	"-"	27	"chr19"	40838287	40838578	"AluSx1"	"lowest"	"-"	"chr19"	40838550	40838551	"chr19:40838550:40838551:-"	"-"	27	4.93	12	12	5	"hg19"	"chr19"	45527602	45527603	"chr19:40838550:40838551:-"	"-"	27	4.58	13	13	5	"panTro4"	"GL397330"	1425306	1425307	"chr19:40838550:40838551:-"	"+"	27	4.39	13	10	13	"nomLeu1"	"chr19"	46758038	46758039	"chr19:40838550:40838551:-"	"-"	27	2.31	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:2134"	"chr19"	40743532	40743533	"chr19:40743532:40743533:-"	"-"	3	"chr19"	40743272	40743536	"AluSg4"	"lowest"	"-"	"chr19"	40743532	40743533	"chr19:40743532:40743533:-"	"-"	3	-12.76	5	5	5	"hg19"	"chr19"	45427261	45427262	"chr19:40743532:40743533:-"	"-"	3	-12.76	5	5	5	"panTro4"	"GL397330"	1523319	1523320	"chr19:40743532:40743533:-"	"+"	3	-12.76	5	5	5	"nomLeu1"	"chr19"	46663492	46663493	"chr19:40743532:40743533:-"	"-"	3	-15.79	5	3	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:2135"	"chr19"	46531403	46531404	"chr19:46531403:46531404:+"	"+"	23	"chr19"	46531381	46531549	"AluJo"	"highest"	"+"	"chr19"	46531403	46531404	"chr19:46531403:46531404:+"	"+"	23	7.14	13	5	13	"hg19"	"chr19"	50986665	50986666	"chr19:46531403:46531404:+"	"+"	23	7.14	9	5	9	"panTro4"	"GL397417"	1550696	1550697	"chr19:46531403:46531404:+"	"+"	23	7.14	12	5	12	"nomLeu1"	"chr19"	52127826	52127827	"chr19:46531403:46531404:+"	"+"	23	7.14	9	5	9	"rheMac3"	"chr22"	38104665	38104666	"chr19:46531403:46531404:+"	"+"	23	7.5	5	5	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:2137"	"chr19"	46533376	46533377	"chr19:46533376:46533377:+"	"+"	11	"chr19"	46533366	46533663	"AluSx"	"low"	"+"	"chr19"	46533376	46533377	"chr19:46533376:46533377:+"	"+"	11	7.6	10	10	5	"hg19"	"chr19"	50988623	50988624	"chr19:46533376:46533377:+"	"+"	11	9.3	12	12	5	"panTro4"	"GL397417"	1552660	1552661	"chr19:46533376:46533377:+"	"+"	11	10.86	23	23	5	"nomLeu1"	"chr19"	52131356	52131357	"chr19:46533376:46533377:+"	"+"	11	3.47	19	19	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:2138"	"chr19"	45953981	45953982	"chr19:45953981:45953982:-"	"-"	75	"chr19"	45953746	45954057	"AluSx"	"lowest"	"-"	"chr19"	45953981	45953982	"chr19:45953981:45953982:-"	"-"	75	-14.86	17	17	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397417"	975678	975679	"chr19:45953981:45953982:-"	"-"	75	-14.86	12	12	5	"nomLeu1"	"chr19"	51496257	51496258	"chr19:45953981:45953982:-"	"-"	75	-14.86	NA	NA	5	"rheMac3"	"chr22"	37516821	37516822	"chr19:45953981:45953982:-"	"-"	75	-15.67	22	22	5	"calJac3"	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
